Gene Symbol,Name,Entrez GeneId,Genome Location,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
PMS2,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),5395,7:5973399-6009019,7p22,,yes,,"colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome",E,Rec,,"Mis, N, F",,,,"5395,HNPCC4,PMS2CL,PMSL2,H_DJ0042M02_9,ENSG00000122512,PMS2"
POLE,"polymerase (DNA directed), epsilon, catalytic subunit",5426,12:132624697-132687315,12q24.3,yes,yes,"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer",colorectal cancer susceptibility,,E,Rec,,Mis,,yes,FILS syndrome,"POLE,POLE1,ENSG00000177084,DKFZp434F222,FLJ21434,5426"
POT1,protection of telomeres 1,25913,7:124823962-124897173,7q31.33,yes,,CLL,,,L,Dom,,"Mis, N",,,,"POT1,DKFZP586D211,DKFZp586D211,hPot1,ENSG00000128513,25913"
POU2AF1,"POU domain, class 2, associating factor 1 (OBF1)",5450,11:111354261-111379177,11q23.1,yes,,NHL,,,L,Dom,,T,BCL6,,,"5450,OBF1,OBF-1,Q16633,OCAB,BOB1,ENSG00000110777,POU2AF1"
POU5F1,"POU domain, class 5, transcription factor 1",5460,6:31164601-31170620,6p21.31,yes,,sarcoma,,,M,Dom,,T,EWSR1,,,"5460,MGC22487,OTF3,OTF4,OTF3C,OCT3,OCT4,Oct4,OTF3P1,POU5F1P1,ENSG00000230336,POU5F1"
PPARG,"peroxisome proliferative activated receptor, gamma",5468,3:12351593-12434145,3p25,yes,,follicular thyroid,,,E,Dom,,T,PAX8,yes,"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension","PPARG,PPARG1,HUMPPARG,NR1C3,PPARG2,ENSG00000132170,5468"
PPFIBP1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",8496,12:27633397-27692882,12p12.1,yes,,"Spitzoid tumour, inflammatory myofibroblastic tumour",,,"E, M",Dom,,T,"ROS1, ALK",,,"8496,L2,hSgt2p,hSGT2,ENSG00000110841,PPFIBP1"
PPP2R1A,"protein phosphatase 2, regulatory subunit A, alpha",5518,19:52190097-52225981,19q13.41,yes,,clear cell ovarian carcinoma,,,E,Dom,,Mis,,,,"PPP2R1A,PR65A,P30153,MGC786,ENSG00000105568,5518"
PPP6C,"protein phosphatase 6, catalytic subunit",5537,9:125149673-125189718,9q33.3,yes,,melanoma,,,E,Dom,,"Mis, N",,,,"PPP6C,O00743,ENSG00000119414,5537"
PRCC,papillary renal cell carcinoma (translocation-associated),5546,1:156767772-156800460,1q21.1,yes,,papillary renal,,,E,Dom,,T,TFE3,,,"Q92733,PRCC,5546,ENSG00000143294,MGC17178,MGC4723,RCCP1,TPRC"
PRDM1,"PR domain containing 1, with ZNF domain",639,6:106088267-106107486,6q21,yes,,DLBCL,,,L,Rec,,"D, N, Mis, F, S",,,,"639,BLIMP1,MGC118923,O75626,RP1-134E15_1,MGC118922,MGC118924,PRDI-BF1,MGC118925,ENSG00000057657,PRDM1"
PRDM16,PR domain containing 16,63976,1:3069260-3433811,1p36.23-p33,yes,,"MDS, AML",,,L,Dom,,T,MECOM,,,"63976,KIAA1675,Q9HAZ2,PFM13,MEL1,ENSG00000142611,PRDM16"
PRF1,perforin 1 (pore forming protein),5551,10:70598053-70600902,10q22,,yes,,"various leukaemia, lymphoma",,L,Rec,,M,,yes,Type 2 familial haemophagocytic lymphohistiocytosis,"P14222,PRF1,5551,ENSG00000180644,FLH2,HPLH2,MGC65093,P1,PFP"
PRKACA,protein kinase cAMP-activated catalytic subunit alpha,5566,19:14093112-14117547,19p13.1,yes,,"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma",,,E,Dom,oncogene,"T, Mis, N",DNAJB1,,,"5566,MGC48865,MGC102831,PKACA,P17612,ENSG00000072062,PRKACA"
PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5573,17:68515400-68530449,17q23-q24,yes,yes,papillary thyroid,"myxoma, endocrine, papillary thyroid",Carney complex,"E, M",Dom/Rec,,"T, Mis, N, F, S",RET,,,"5573,DKFZp779L0468,CAR,CNC,TSE1,PPNAD1,MGC17251,PKR1,CNC1,P10644,PRKAR1,ENSG00000108946,PRKAR1A"
PRRX1,paired related homeobox 1,5396,1:170664220-170730332,1q24,yes,,AML,,,L,Dom,,T,NUP98,,,"PRRX1,ENSG00000116132,5396"
PSIP1,PC4 and SFRS1 interacting protein 1 (LEDGF),11168,9:15471207-15510188,9p22.3,yes,,AML,,,L,Dom,,T,NUP98,,,"11168,PSIP2,ENSG00000164985,PSIP1"
PTCH1,Homolog of Drosophila Patched gene,5727,9:-,9q22.3,yes,yes,"skin basal cell, medulloblastoma","skin basal cell, medulloblastoma",nevoid basal cell carcinoma syndrome,"E, M",Rec,,"Mis, N, F, S",,,,
PTEN,phosphatase and tensin homolog gene,5728,10:87864470-87965472,10q23.3,yes,yes,"glioma, prostate, endometrial","harmartoma, glioma, prostate, endometrial","Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome","L, E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"5728,MMAC1,ENSG00000171862,BZS,P60484,MHAM,PTEN1,MGC11227,PTEN"
PTK6,protein tyrosine kinase 6,5753,20:63529536-63537314,20q13.3,yes,,"renal, gastric, head and neck, ovarian, others",,,E,Dom,oncogene/TSG,"Mis, N",,,,"PTK6,BRK,FLJ42088,Q13882,ENSG00000101213,5753"
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",5781,12:112419112-112504764,12q24.1,yes,,"JMML, AML, MDS",,,L,Dom,oncogene,Mis,,yes,Noonan Syndrome,"Q06124,CFC,PTP2C,SH-PTP2,NS1,SH-PTP3,PTP-1D,BPTP3,SHP-2,MGC14433,SHP2,ENSG00000179295,PTPN11,5781"
PTPN13,"protein tyrosine phosphatase, non-receptor type 13",5783,4:86635257-86814551,4q21.3,yes,yes,"lung, NSCLC, gastric, peritoneal carcinomatosis",hepatocellular,Familial Hepatocellular Carcinoma,E,Rec,TSG,"Mis, N",,,,"PTPN13,PTP1E,PTP-BL,FAP-1,Q12923,DKFZp686J1497,PTP-BAS,PNP1,PTPL1,PTPLE,ENSG00000163629,5783"
PTPRB,"protein tyrosine phosphatase, receptor type, B",5787,12:70521489-70609814,12q15-q21,yes,,angiosarcoma,,,E,Rec,,"N, Mis, S, F",,,,"PTPRB,ENSG00000127329,DKFZp686E2262,FLJ44133,R-PTP-BETA,HPTPB,P23467,HPTP-BETA,PTPB,MGC59935,DKFZp686H15164,MGC142023,5787"
PTPRC,"protein tyrosine phosphatase, receptor type, C",5788,1:198639275-198756181,1q31-q32,yes,,T-ALL,,,L,Rec,,"Mis, N, S",,,,"PTPRC,LCA,CD45,LY5,B220,GP180,T200,ENSG00000081237,5788"
PTPRK,"protein tyrosine phosphatase, receptor type, K",5796,6:127970227-128520358,6q22.2-q22.3,yes,,colorectal,,,E,Dom,,T,RSPO3,,,"5796,DKFZp686C2268,RP3-480J14_1,R-PTP-kappa,DKFZp779N1045,ENSG00000152894,PTPRK"
PWWP2A,PWWP domain containing 2A,114825,5:160078155-160119388,5q33.3,yes,,Spitzoid tumour,,,E,Dom,,T,ROS1,,,"Q8IYR3_HUMAN,Q8IYR3_HUMAN,114825,ENSG00000170234,KIAA1935,MGC132770,MST101,Q96N64"
RABEP1,"rabaptin, RAB GTPase binding effector protein 1",9135,17:5282488-5383224,17p13.2,yes,,CMML,,,L,Dom,,T,PDGFRB,,,"RABEP1,Q15276,rabaptin-5,RABPT5,neurocrescin,RAB5EP,ENSG00000029725,9135"
RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",5879,7:6374736-6402446,7p22,yes,,"melanoma, carcinoma",,,E,Dom,,"Mis, F",,,,"5879,ENSG00000136238,TC-25,p21-Rac1,P63000,MGC111543,MIG5,RAC1"
RAD21,RAD21 homolog (S. pombe),5885,8:116847500-116866729,8q24.11,yes,,"AML, endometrium, colorectal, lung",,,"L, E",Rec,,"Mis, N, F",,yes,Cornelia de Lange syndrome-4,"RAD21,HR21,SCC1,FLJ40596,HRAD21,NXP1,O60216,MCD1,hHR21,FLJ25655,KIAA0078,ENSG00000164754,5885"
RAD51B,RAD51 paralog B,5890,14:67823544-68594603,14q23-q24.2,yes,,"lipoma, uterine leiomyoma",,,M,Dom,,T,HMGA2,,,"5890,ENSG00000182185,MGC34245,RAD51B,REC2,R51H2,hREC2,O15315,RAD51L1,RAD51L1"
RAF1,v-raf-1 murine leukemia viral oncogene homolog 1,5894,3:12584514-12618721,3p25,yes,,"pilocytic astrocytoma, prostate",,,"O, E",Dom,,T,"SRGAP3, ESRP1",,,"RAF1,Raf-1,CRAF,c-Raf,ENSG00000132155,P04049,5894"
RALGDS,ral guanine nucleotide dissociation stimulator,5900,9:133098587-133121154,9q34.3,yes,,"PMBL, Hodgkin lymphoma,",,,L,Dom,,T,CIITA,,,"5900,FLJ20922,Q12967,RGF,RalGEF,ENSG00000160271,RALGDS"
RANBP17,RAN binding protein 17,64901,5:170862034-171298858,5q34,yes,,ALL,,,L,Dom,,T,TRD,,,"64901,ENSG00000204764,FLJ32916,Q9H2T7,RANBP17"
RANBP2,RAN binding protein 2,5903,2:108719607-108783901,2q12.3,yes,,inflammatory myofibroblastic tumour,,,M,Dom,,T,ALK,,,"5903,NUP358,TRP2,TRP1,P49792,ENSG00000153201,RANBP2"
RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",5910,4:98261566-98442117,4q21-q25,yes,,T-ALL,,,L,Dom,,T,NUP98,,,"5910,P52306,ENSG00000138698,GDS1,MGC118859,MGC118861,RAP1GDS1"
RARA,"retinoic acid receptor, alpha",5914,17:40331219-40356226,17q12,yes,,APL,,,L,Dom,oncogene,T,"PML, ZBTB16, TRIM24, NUMA1, NPM1",,,"RARA,RAR,NR1B1,ENSG00000131759,5914"
RB1,retinoblastoma gene,5925,13:48303913-48480071,13q14,yes,yes,"retinoblastoma, sarcoma, breast, small cell lung carcinoma","retinoblastoma, sarcoma, breast, small cell lung carcinoma",familial retinoblastoma,"L, E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"ENSG00000139687,OSRC,P06400,RB,5925,RB1"
RBM10,RNA binding motif protein 10,8241,X:47147482-47186599,Xp11.3,yes,,lung adenocarcinoma,,,E,Rec/X,TSG,"Mis, F, N",,yes,TARP syndrome,"8241,GPATC9,MGC997,ZRANB5,DXS8237E,MGC1132,P98175,KIAA0122,GPATCH9,CTD-2522E6_5,ENSG00000182872,RBM10"
RBM15,RNA binding motif protein 15,64783,1:110339407-110345610,1p13,yes,,acute megakaryocytic leukaemia,,,L,Dom,,T,MKL1,,,"RBM15,Q96T37,OTT1,OTT,ENSG00000162775,64783"
RECQL4,RecQ protein-like 4,9401,8:144511431-144517784,8q24.3,,yes,,"osteosarcoma, skin basal cell, skin sqamous cell",Rothmund-Thompson syndrome,M,Rec,,"N, F, S",,,,"9401,RecQ4,RTS,RECQ4,ENSG00000160957,RECQL4"
REL,v-rel reticuloendotheliosis viral oncogene homolog (avian),5966,2:60881841-60922535,2p13-p12,yes,,Hodgkin lymphoma,,,L,Dom,oncogene,A,,,,"5966,I-Rel,C-Rel,ENSG00000162924,REL"
RET,ret proto-oncogene,5979,10:43077259-43128269,10q11.2,yes,yes,"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour","medullary thyroid,  papillary thyroid, pheochromocytoma",multiple endocrine neoplasia 2A/2B,"E, O",Dom,oncogene,"T, Mis, N, F","H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6",yes,Hirschsprung disease,"5979,RET51,CDHF12,MEN2B,PTC,HSCR1,RET-ELE1,MEN2A,MTC1,ENSG00000165731,P07949,RET"
RHOA,ras homolog family member A,387,3:49360209-49375589,3p21.3,yes,,"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma",,,"E, L",Dom,,"Mis, F, O",,,,"RHOA,ENSG00000067560,Rho12,ARH12,RHO12,RHOH12,RhoA,ARHA,387"
RHOH,ras homolog family member H,399,4:40243387-40243962,4p13,yes,,NHL,,,L,Dom,,T,BCL6,,,"RHOH,TTF,RhoH,ARHH,ENSG00000168421,399"
RMI2,RecQ mediated genome instability 2,116028,16:11345472-11350790,16p13.13,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,,T,CIITA,,,"116028,MGC24665,ENSG00000175643,C16orf75,C16orf75"
RNF213,ring finger protein 213,57674,17:80340149-80393498,17q25.3,yes,,ALCL,,,L,Dom,,T,ALK,,,"57674,C17orf27,KIAA1554,Q63HN8,ENSG00000173821,RNF213"
RNF217-AS1,RNF217 antisense RNA 1 (head to head),7955,6:-,6q22.33,yes,,B-ALL,,,L,Dom,,T,ETV6,,,
RNF43,ring finger protein 43,54894,17:58354943-58415577,17q23.2,yes,,"cholangiocarcinoma, ovary, pancreas",,,E,Rec,,"Mis, N, F, S",,,,"54894,DKFZp781H02126,DKFZp781H0392,FLJ20315,MGC125630,RNF124,URCC,Q68DV7,RNF43"
ROS1,v-ros UR2 sarcoma virus oncogene homolog 1 (avian),6098,6:117288492-117425656,6q22,yes,,"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian",,,"O, E",Dom,oncogene,T,"GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A",,,"6098,ROS,RP1-179P9_1,MCF3,P08922,ENSG00000047936,ROS1"
RPL10,ribosomal protein L10,6134,X:154398520-154400854,Xq28,yes,,T-ALL,,,L,Dom,,Mis,,,,"6134,XX-FW83563B9_1,FLJ23544,QM,P27635,DKFZp686J1851,DXS648E,DXS648,FLJ27072,ENSG00000147403,RPL10"
RPL22,ribosomal protein L22 (EAP),6146,1:6186672-6199573,1p36.31,yes,,"AML, CML",,,L,Dom,,T,RUNX1,,,"RPL22,EAP,6146"
RPL5,ribososomal protein L5,6125,1:92832115-92841865,1p22.1,yes,,T-ALL,,,L,Dom,,"Mis, N, F",,yes,Diamond-Blackfan anaemia,"6125,RPL5,ENSG00000122406,MGC117339,MSTP030,P46777"
RPN1,ribophorin I,6184,3:128620411-128650800,3q21.3-q25.2,yes,,AML,,,L,Dom,,T,MECOM,,,"6184,OST1,P04843,ENSG00000163902,RPN1"
RSPO2,R-spondin 2,340419,8:107901075-108082638,8q23.1,yes,,colorectal,,,E,Dom,,T,EIF3E,,,"RSPO2,Q6UXX9,MGC35555,MGC43342,ENSG00000147655,340419"
RSPO3,R-spondin 3,84870,6:127119193-127196007,6q22.33,yes,,colorectal,,,E,Dom,,T,PTPRK,,,"Q9BXY4,RSPO3,84870,ENSG00000146374,CRISTIN1,FLJ14440,PWTSR,THSD2"
RUNDC2A,RUN domain containing 2A,84127,16:11976807-12052226,16p13.13,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,,T,CIITA,,,"84127,ENSG00000140660,FLJ12363,Q9HA26,RUNDC2A"
RUNX1,runt-related transcription factor 1  (AML1),861,21:34792135-35048899,21q22.3,yes,,"AML, preB- ALL, T-ALL",,,L,Dom,oncogene,T,"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3",,,"RUNX1,PEBP2A2,AMLCR1,CBFA2,AML1,Q01196,ENSG00000159216,861"
RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",862,8:91960242-92017340,8q22,yes,,AML,,,L,Dom,oncogene,T,"KMT2A, RUNX1",,,"862,ENSG00000079102,RUNX1T1"
SBDS,Shwachman-Bodian-Diamond syndrome protein,51119,7:66988371-66995417,7q11,,yes,,"AML, MDS",Schwachman-Diamond syndrome,L,Rec,,Gene Conversion,,,,"51119,SWDS,Q9Y3A5,CGI-97,FLJ10917,ENSG00000126524,SBDS"
SDC4,syndecan 4,6385,20:45327264-45348384,20q12,yes,,NSCLC,,,E,Dom,,T,ROS1,,,"6385,ENSG00000124145,MGC22217,SYND4,P31431,SDC4"
SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",6389,5:218356-256420,5p15,yes,yes,"GIST, paraganglioma",paraganglioma,paragangliomas-5 (PGL5),"M, O",Rec,TSG,"Mis, N",,,,"SDHA,SDH2,SDHF,P31040,FP,ENSG00000073578,6389"
SDHAF2,succinate dehydrogenase complex assembly factor 2,54949,11:61430147-61446071,11q12.2,,yes,,paraganglioma,familial paraganglioma,M,Rec,,M,,,,"C11orf79,ENSG00000167985,C11orf79,54949,FLJ20487"
SDHB,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",6390,1:17018881-17054019,1p36.1-p35,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F",,,,"SDHB,PGL4,IP,SDH,SDHIP,SDH1,ENSG00000117118,6390"
SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391,1:161314406-161362433,1q21,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F",,,,"SDHC,CYBL,CYB560,QPS1,PGL3,SDH3,ENSG00000143252,6391"
SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392,11:112086908-112094970,11q23,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F, S",,,,"SDHD,PGL1,O14521,CBT1,SDH4,PGL,ENSG00000204370,6392"
SEPT5,septin 5,5413,22:19714590-19722485,22q11.21,yes,,AML,,,L,Dom,,T,KMT2A,,,"5413,HCDCREL-1,H5,PNUTL1,Q99719,ENSG00000184702,SEPT5"
SEPT6,septin 6,23157,X:119618762-119693105,Xq24,yes,,AML,,,L,Dom,,T,KMT2A,,,"SEPT6,RP5-876A24_2,MGC20339,KIAA0128,MGC16619,SEP2,Q14141,ENSG00000125354,23157"
SEPT9,septin 9,10801,17:77320327-77498658,17q25,yes,,AML*,,,L,Dom,,T,KMT2A,,,"10801,PNUTL4,SINT1,SeptD1,MSF,AF17q25,KIAA0991,MSF1,ENSG00000184640,SEPT9"
SET,SET translocation,6418,9:128689583-128694664,9q34,yes,,AML,,,L,Dom,,T,NUP214,,,"6418,I2PP2A,2PP2A,IGAAD,PHAPII,TAF-IBETA,ENSG00000119335,SET"
SETBP1,SET binding protein 1,26040,18:44701347-45063698,18q21.1,yes,yes,"aCML, sAML, MDS/MPN-U, CMML, JMML",neuroepithelial tumours,Schinzel-Giedion syndrome,L,Dom,,"Mis, T",NUP98,,,"Q9UEF3,SETBP1_ENST00000282030,ENSG00000152217,KIAA0437,SEB,26040,Q9Y6X0,A6H8W5,Q6P6C3"
SETD2,SET domain containing 2,29072,3:47017093-47123126,3p21.31,yes,,clear cell renal carcinoma,,,E,Rec,TSG,"N, F, S, Mis",,,,"SETD2,ENSG00000181555,29072"
SF3B1,"splicing factor 3b, subunit 1, 155kDa",23451,2:197392303-197434999,2q33.1,yes,,myelodysplastic syndrome,,,L,Dom,,Mis,,,,"SF3B1,ENSG00000115524,PRP10,PRPF10,SAP155,SF3b155,O75533,23451"
SFPQ,splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated),6421,1:35184456-35193049,1p34.3,yes,,papillary renal,,,E,Dom,,T,TFE3,,,"6421,PSF,P23246,ENSG00000116560,SFPQ"
SH2B3,SH2B adaptor protein 3,10019,12:111418146-111448302,12q24.12,yes,,"MPN, sAML, erythrocytosis, B-ALL",,,L,Rec,TSG,"Mis, F, N",,yes,"Coeliac disease type 13; diabetes mellitus, insulin-dependent;","10019,LNK,Q9UQQ2,ENSG00000111252,SH2B3"
SH3GL1,SH3-domain GRB2-like 1 (EEN),6455,19:4361600-4400368,19p13.3,yes,,AL,,,L,Dom,,T,KMT2A,,,"6455,Q99961,SH3P8,CNSA1,EEN,SH3D2B,ENSG00000141985,SH3GL1"
SLC34A2,"solute carrier family 34 (sodium phosphate), member 2",10568,4:25662501-25676749,4p15.2,yes,,NSCLC,,,E,Dom,,T,ROS1,,,"O95436,ENSG00000157765,SLC34A2,10568,FLJ90534,NAPI-3B,NAPI-IIb,NPTIIb"
SLC45A3,"solute carrier family 45, member 3",85414,1:205659234-205664656,1q32,yes,,prostate,,,E,Dom,,T,"ETV1, ETV5, ELK4, ERG, BRAF",,,"85414,IPCA-6,IPCA6,PCANAP6,PRST,Q96JT2,ENSG00000158715,SLC45A3"
SMAD2,SMAD family member 2,4087,18:47841827-47896756,18q21,yes,,"colorectal carcinoma, hepatocellular carcinoma",,,E,Rec,TSG,"Mis, N",,,,"4087,MADH2,JV18,hSMAD2,JV18-1,MADR2,hMAD-2,MGC22139,MGC34440,ENSG00000175387,SMAD2"
SMAD3,SMAD family member 3,4088,15:67066155-67190536,15q21-q22,yes,,"colorectal, hepatocellular carcinoma, oral squamous cell carcinoma",,,E,Rec,TSG,Mis,,,,"4088,JV15-2,MGC60396,DKFZP586N0721,HSPC193,DKFZp686J10186,Smad 3,HsT17436,MADH3,Smad3,P84022,ENSG00000166949,SMAD3"
SMAD4,SMAD family member 4,4089,18:-,18q21.1,yes,yes,"colorectal, pancreatic, small intestine",gastrointestinal polyp,juvenile polyposis,E,Rec,TSG,"D, Mis, N, F",,,,
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597,19:10984152-11061816,19p13.2,yes,,"NSCLC, SCCOHT",,,E,Rec,,"F, N, Mis, S",,,,"6597,hSNF2b,ENSG00000127616,SNF2-BETA,SNF2LB,BAF190,FLJ39786,SWI2,SNF2,SNF2L4,BRG1,P51532,SMARCA4"
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",6598,22:23787170-23834180,22q11,yes,yes,malignant rhabdoid,malignant rhabdoid,rhabdoid predisposition syndrome,M,Rec,,"D, N, F, S",,,,"6598,Ini1,Q12824,Sfh1p,INI1,SNF5,hSNFS,BAF47,RDT,SNF5L1,Snr1,ENSG00000099956,SMARCB1"
SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",6602,12:50085487-50099000,12q13-q14,yes,,breast,,,E,Rec,,N,,,,"SMARCD1,CRACD1,Q96GM5,BAF60A,Rsc6p,ENSG00000066117,6602"
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",6605,17:40628785-40645626,17q21.2,,yes,,meningioma,,O,Rec,,"F, Mis, N",,,,"SMARCE1,ENSG00000073584,Q969G3,BAF57,6605"
SMO,smoothened homolog (Drosophila),6608,7:129189152-129212451,7q31-q32,yes,,skin basal cell,,,E,Dom,,Mis,,,,"6608,Q99835,Gx,SMOH,NP_005622,ENSG00000128602,SMO"
SND1,staphylococcal nuclease and tudor domain containing 1,27044,7:127652374-128092058,7q31.3,yes,,pancreas acinar carcinoma,,,E,Dom,,T,BRAF,,,"Q7KZF4,SND1,27044,ENSG00000197157,p100,TDRD11"
SOCS1,suppressor of cytokine signaling 1,8651,16:11254843-11255478,16p13.13,yes,,"Hodgkin lymphoma, PMBL",,,L,Rec,TSG,"F, O",,,,"SOCS1,O15524,TIP3,CIS1,CISH1,JAB,Cish1,SSI1,SSI-1,SOCS-1,ENSG00000185338,8651"
SOX2,SRY (sex determining region Y)-box 2,6657,3:181712361-181713314,3q26.3-q27,yes,,"NSCLC, oesophageal squamous carcinoma",,,E,Dom,,A,,yes,Microphthalmia and oesophageal atresia syndrome,"SOX2,MGC2413,ANOP3,P48431,MCOPS3,ENSG00000181449,6657"
SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,92521,17:20096653-20314066,17p11.2,yes,,JMML,,,L,Dom,,T,PDGFRB,,,"SPECC1,FLJ36955,HCMOGT-1,NSP,Q5M775,ENSG00000128487,92521,SPECC1,CYTSB"
SPEN,spen family transcriptional repressor,23013,1:15848068-15939427,1p36,yes,,"SMZL, adenoid cystic carcinoma, DLBCL",,,L,Rec,,"F, Mis, N",,,,"SPEN,Q96T58,KIAA0929,MINT,RP1-134O19_1,SHARP,ENSG00000065526,23013"
SPOP,speckle type POZ protein,8405,17:49600378-49622810,17q21.33,yes,yes,"prostate, endometrial",prostate cancer,,E,Rec,,Mis,,,,"8405,TEF2,O43791,ENSG00000121067,SPOP"
SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,9901,3:8985519-9248951,3p25.3,yes,,pilocytic astrocytoma,,,O,Dom,,T,RAF1,,,"SRGAP3,MEGAP,WRP,KIAA0411,ARHGAP14,ENSG00000196220,9901"
SRSF2,serine/arginine-rich splicing factor 2,6427,17:76736161-76737160,17q25,yes,,"MDS, CLL",,,L,Dom,,Mis,,,,"6427,Q01130,SFRS2,SFRS2"
SRSF3,serine/arginine-rich splicing factor 3,6428,6:36596763-36601989,6p21,yes,,follicular lymphoma,,,L,Dom,,T,BCL6,,,"SFRS3,SRp20,P84103,ENSG00000112081,SFRS3,6428"
SS18,"synovial sarcoma translocation, chromosome 18",6760,18:26018354-26090569,18q11.2,yes,,synovial sarcoma,,,M,Dom,,T,"SSX1,  SSX2, SSX4",,,"6760,Q15532,SYT,SSXT,ENSG00000141380,SS18"
SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1,26039,20:62143822-62179209,20q13.3,yes,,synovial sarcoma,,,M,Dom,,T,SSX1,,,"26039,KIAA0693,O75177,ENSG00000184402,SS18L1"
SSX1,"synovial sarcoma, X breakpoint 1",6756,X:48257242-48266387,Xp11.23-p11.22,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"SSX1,MGC5162,Q16384,MGC150425,SSRC,RP11-552E4_1,ENSG00000126752,6756"
SSX2,"synovial sarcoma, X breakpoint 2",6757,X:52752681-52789480,Xp11.23-p11.22,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"SSX2,HD21,RP11-552J9_2,MGC119055,MGC15364,MGC3884,HOM-MEL-40,SSX,ENSG00000157950,6757"
SSX4,"synovial sarcoma, X breakpoint 4",6759,X:48391869-48411372,Xp11.23,yes,,synovial sarcoma,,,M,Dom,,T,SS18,,,"6759,MGC119056,MGC12411,O60224,ENSG00000204645,SSX4"
STAG2,stromal antigen 2,10735,X:124022628-124100597,Xq25,yes,,"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms",,,"E, L, M, O",Rec,,"Mis, N, F, S",,,,"10735,RP11-517O1_1,bA517O1_1,DKFZp686P168,FLJ25871,SA-2,SA2,DKFZp781H1753,ENSG00000101972,STAG2"
STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),6774,17:42315745-42348516,17q21.31,yes,yes,T-cell large granular lymphocytic leukaemia,paediatric large granular lymphocytic leukaemia,,L,Dom,oncogene,"Mis,O",,yes,IPEX-like syndrome,"6774,FLJ20882,MGC16063,P40763,APRF,ENSG00000168610,STAT3"
STAT5B,signal transducer and activator of transcription 5B,6777,17:42201738-42232127,17q11.2,yes,,"large granular lymphocytic leukaemia, skin basal cell, APL",,,"L, E",Dom,,"Mis, O, T",RARA,yes,IPEX-like syndrome,"6777,STAT5,P51692,ENSG00000173757,STAT5B"
STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778,12:57096572-57108278,12q13,yes,,"solitary fibrous tumour, meningeal haemangiopericytoma",,,"M, O",Dom,,T,NAB2,,,"6778,D12S1644,STAT6C,STAT6B,P42226,IL-4-STAT,ENSG00000166888,STAT6"
